id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
181,Smith,Jeremiah,,,,,1759-11-29,M,rep,NH,-1,,Federalist,,,,,,,,,,,,S000563,,,,,,410045,,,,8644,Jeremiah Smith (lawyer)
182,Smith,Nathaniel,,,,,1762-01-06,M,rep,CT,-1,,Federalist,,,,,,,,,,,,S000595,,,,,,410075,,,,8671,Nathaniel Smith
183,Smith,William,,,,,1751-09-20,M,rep,SC,6,,Republican,,,,,,,,,,,,S000625,,,,,,410100,,,,8695,William Smith (South Carolina representative)
184,Smith,William,Loughton,,,,,M,rep,SC,1,,Federalist,,,,,,,,,,,,S000633,,,,,,410107,,,,8702,William Loughton Smith
185,Sprague,Peleg,,,,,1756-12-10,M,rep,NH,-1,,Federalist,,,,,,,,,,,,S000743,,,,,,410212,,,,8802,Peleg Sprague (New Hampshire politician)
186,Swanwick,John,,,,,,M,rep,PA,1,,Republican,,,,,,,,,,,,S001095,,,,,,410548,,,,9107,John Swanwick
187,Thomson,Mark,,,,,,M,rep,NJ,-1,,Federalist,,,,,,,,,,,,T000232,,,,,,410811,,,,9353,Mark Thomson (politician)
188,Van Alen,John,Evert,,,,,M,rep,NY,7,,Federalist,,,,,,,,,,,,V000012,,,,,,411070,,,,9591,John Evert Van Alen
189,Williams,John,,,,,,M,rep,NY,9,,Federalist,,,,,,,,,,,,W000513,,,,,,411671,,,,10159,"John Williams (Salem, New York)"
190,Clayton,Joshua,,,,,1744-07-20,M,sen,DE,,2,Federalist,,,,,,,,,,,,C000497,,,,,,402634,,,,1823,Joshua Clayton
191,Hobart,John,Sloss,,,,1738-05-06,M,sen,NY,,1,Federalist,,,,,,,,,,,,H000661,,,,,,405516,,,,4469,John Sloss Hobart
192,North,William,,,,,,M,sen,NY,,1,Federalist,,,,,,,,,,,,N000142,,,,,,408226,,,,6963,William North
193,Watson,James,,,,,1750-04-06,M,sen,NY,,1,Federalist,,,,,,,,,,,,W000202,,,,,,411373,,,,9874,James Watson (New York politician)
194,Bartlett,Bailey,,,,,1750-01-29,M,rep,MA,11,,Federalist,,,,,,,,,,,,B000198,,,,,,401197,,,,484,Bailey Bartlett
195,Brace,Jonathan,,,,,1754-11-12,M,rep,CT,-1,,Federalist,,,,,,,,,,,,B000731,,,,,,401691,,,,943,Jonathan Brace
196,Brown,John,,,,,1736-01-27,M,rep,RI,-1,,Federalist,,,,,,,,,,,,B000927,,,,,,401882,,,,1116,John Brown I
197,Brown,John,,,,,1757-09-12,M,sen,KY,,2,Republican,,,,,,,,,,,,B000929,,,,,,401881,,,,1118,"John Brown (Kentucky politician, born 1757)"
198,Christie,Gabriel,,,,,1775-09-12,M,rep,MD,6,,Republican,,,,,,,,,,,,C000382,,,,,,402521,,,,1716,Gabriel Christie (Maryland politician)
199,Cocke,William,,,,,,M,sen,TN,,2,Republican,,,,,,,,,,,,C000572,,,,,,402701,,,,1888,William Cocke
200,Cooper,William,,,,,1754-12-02,M,rep,NY,10,,Federalist,,,,,,,,,,,,C000764,,,,,,402884,,,,2058,William Cooper (judge)
201,Craik,William,,,,,1761-10-31,M,rep,MD,3,,Federalist,,,,,,,,,,,,C000863,,,,,,402978,,,,2139,William Craik (politician)
202,Davenport,Franklin,,,,,,M,rep,NJ,5,,Federalist,,,,,,,,,,,,D000069,,,,,,403207,,,,2351,Franklin Davenport
203,Dayton,Jonathan,,,,,1760-10-16,M,sen,NJ,,2,Federalist,,,,,,,,,,,,D000165,,,,,,403297,,,,2440,Jonathan Dayton
204,Dent,George,,,,,,M,rep,MD,1,,Federalist,,,,,,,,,,,,D000254,,,,,,403392,,,,2512,George Dent
205,Dexter,Samuel,,,,,1761-05-14,M,sen,MA,,2,Federalist,,,,,,,,,,,,D000296,,,,,,403419,,,,2550,Samuel Dexter
206,Dickson,Joseph,,,,,,M,rep,NC,1,,Federalist,,,,,,,,,,,,D000331,,,,,,403449,,,,2581,Joseph Dickson
207,Edmond,William,,,,,1755-09-28,M,rep,CT,-1,,Federalist,,,,,,,,,,,,E000052,,,,,,403747,,,,2852,William Edmond
208,Eggleston,Joseph,,,,,1754-11-24,M,rep,VA,9,,Republican,,,,,,,,,,,,E000091,,,,,,403784,,,,2883,Joseph Eggleston
209,Evans,Thomas,,,,,,M,rep,VA,12,,Federalist,,,,,,,,,,,,E000257,,,,,,412146,,,,3021,Thomas Evans (Virginia politician)
210,Freeman,Jonathan,,,,,1745-03-21,M,rep,NH,-1,,Federalist,,,,,,,,,,,,F000364,,,,,,404310,,,,3357,Jonathan Freeman (representative)
211,Gallatin,Albert,,,,,1761-01-29,M,rep,PA,12,,Republican,,,,,,,,,,,,G000020,,,,,,404397,,,,3437,Albert Gallatin
212,Glen,Henry,,,,,1739-07-13,M,rep,NY,8,,Federalist,,,,,,,,,,,,G000235,,,,,,404597,,,,3628,Henry Glen
213,Goode,Samuel,,,,,1756-03-21,M,rep,VA,8,,Republican,,,,,,,,,,,,G000279,,,,,,404641,,,,3668,Samuel Goode
214,Goodrich,Elizur,,,,,1761-03-24,M,rep,CT,-1,,Federalist,,,,,,,,,,,,G000294,,,,,,404653,,,,3679,Elizur Goodrich
215,Gordon,William,,,,,1763-04-12,M,rep,NH,-1,,Federalist,,,,,,,,,,,,G000318,,,,,,404675,,,,3701,William Gordon (New Hampshire politician)
216,Greene,Ray,,,,,1765-02-02,M,sen,RI,,2,Federalist,,,,,,,,,,,,G000427,,,,,,404775,,,,3791,Ray Greene (politician)
217,Hartley,Thomas,,,,,1748-09-07,M,rep,PA,8,,Federalist,,,,,,,,,,,,H000299,,,,,,405172,,,,4156,Thomas Hartley
218,Havens,Jonathan,Nicoll,,,,1757-06-18,M,rep,NY,2,,Republican,,,,,,,,,,,,H000359,,,,,,405228,,,,4204,Jonathan Nicoll Havens
219,Imlay,James,Henderson,,,,1764-11-26,M,rep,NJ,4,,Federalist,,,,,,,,,,,,I000011,,,,,,405873,,,,4800,James Henderson Imlay
220,Jones,James,,,,,,M,rep,GA,-1,,Federalist,,,,,,,,,,,,J000227,,,,,,412060,,,,5038,James Jones (Georgia politician)
221,Kittera,John,Wilkes,,,,,M,rep,PA,7,,Federalist,,,,,,,,,,,,K000253,,,,,,406412,,,,5310,John W. Kittera
222,Lee,Henry,,,,,1756-01-29,M,rep,VA,19,,Federalist,,,,,,,,,,,,L000195,,,,,,406698,,,,5559,Henry Lee III
223,Linn,James,,,,,,M,rep,NJ,3,,Republican,,,,,,,,,,,,L000336,,,,,,406829,,,,5687,James Linn
224,Livermore,Samuel,,,,,1732-05-14,M,sen,NH,,2,Federalist,,,,,,,,,,,,L000364,,,,,,406856,,,,5713,Samuel Livermore
225,Lyman,Samuel,,,,,1749-01-25,M,rep,MA,3,,Federalist,,,,,,,,,,,,L000528,,,,,,407012,,,,5850,Samuel Lyman
226,Marshall,John,,,,,1755-09-24,M,rep,VA,13,,Federalist,,,,,,,,,,,,M000157,,,,,,407179,,John Marshall (Supreme Court),,6003,John Marshall
227,McMillan,William,,,,,1764-03-02,M,rep,OH,-1,,,,,,,,,,,,,,M000571,,,,,,407563,,,,,William McMillan (congressman)
228,Nicholas,John,,,,,,M,rep,VA,18,,Republican,,,,,,,,,,,,N000084,,,,,,412171,,,,6911,John Nicholas (congressman)
229,Nott,Abraham,,,,,1768-02-05,M,rep,SC,6,,Federalist,,,,,,,,,,,,N000161,,,,,,408242,,,,6979,Abraham Nott
230,Page,Robert,,,,,1765-02-04,M,rep,VA,1,,Federalist,,,,,,,,,,,,P000021,,,,,,408432,,,,7159,Robert Page (Virginia politician)
231,Parker,Josiah,,,,,1751-05-11,M,rep,VA,11,,Federalist,,,,,,,,,,,,P000065,,,,,,408475,,,,7199,Josiah Parker
232,Pinckney,Thomas,,,,,1750-10-23,M,rep,SC,1,,Federalist,,,,,,,,,,,,P000357,,,,,,408754,,,,7458,Thomas Pinckney
233,Platt,Jonas,,,,,1769-06-30,M,rep,NY,9,,Federalist,,,,,,,,,,,,P000381,,,,,,408775,,,,7481,Jonas Platt
234,Powell,Leven,,,,,,M,rep,VA,17,,Federalist,,,,,,,,,,,,P000482,,,,,,408867,,,,7573,Leven Powell
235,Reed,John,,,,,1751-11-11,M,rep,MA,6,,Federalist,,,,,,,,,,,,R000120,,,,,,409100,,,,7788,John Reed Sr.
236,Sedgwick,Theodore,,,,,1746-05-09,M,rep,MA,1,,Federalist,,,,,,,,,,,,S000222,,,,,,409727,,,,8344,Theodore Sedgwick
237,Sewall,Samuel,,,,,1757-12-11,M,rep,MA,10,,Federalist,,,,,,,,,,,,S000259,,,,,,409760,,,,8376,Samuel Sewall (congressman)
238,Spaight,Richard,Dobbs,,,,1758-03-25,M,rep,NC,10,,Republican,,,,,,,,,,,,S000693,,,,,,410164,,,,8756,Richard Dobbs Spaight
239,Thatcher,George,,,,,1754-04-12,M,rep,MA,14,,Federalist,,,,,,,,,,,,T000141,,,,,,410723,,,,9268,George Thatcher
240,Thomas,John,Chew,,,,1764-10-15,M,rep,MD,2,,Federalist,,,,,,,,,,,,T000173,,,,,,410754,,,,9299,John Chew Thomas
241,Thomas,Richard,,,,,1744-12-30,M,rep,PA,3,,Federalist,,,,,,,,,,,,T000183,,,,,,410764,,,,9308,Richard Thomas (Pennsylvania politician)
242,Waln,Robert,,,,,1765-02-22,M,rep,PA,1,,Federalist,,,,,,,,,,,,W000094,,,,,,411273,,,,9779,Robert Waln
243,Foster,Dwight,,,,,1757-12-07,M,sen,MA,,2,Federalist,,,,,,,,,,,,F000301,,,,,,404250,,,,3303,"Dwight Foster (politician, born 1757)"
244,Hindman,William,,,,,1743-04-01,M,sen,MD,,3,Federalist,,,,,,,,,,,,H000629,,,,,,405486,,,,4441,William Hindman
245,Morris,Gouverneur,,,,,1752-01-31,M,sen,NY,,1,Federalist,,,,,,,,,,,,M000976,,,,,,407944,,,,6703,Gouverneur Morris
246,Bacon,John,,,,,1738-04-05,M,rep,MA,1,,Republican,,,,,,,,,,,,B000017,,,,,,401022,,,,325,John Bacon (Massachusetts politician)
247,Bird,John,,,,,1768-11-22,M,rep,NY,-1,,Federalist,,,,,,,,,,,,B000477,,,,,,401458,,,,722,John Bird (New York politician)
248,Boude,Thomas,,,,,1752-05-17,M,rep,PA,7,,Federalist,,,,,,,,,,,,B000660,,,,,,401622,,,,877,Thomas Boude
249,Breckinridge,John,,,,,1760-12-02,M,sen,KY,,3,Republican,,,,,,,,,,,,B000787,,,,,,401744,,,,994,John Breckinridge (U.S. Attorney General)
250,Cabell,Samuel,Jordan,,,,1756-12-15,M,rep,VA,14,,Republican,,,,,,,,,,,,C000005,,,,,,402167,,,,1380,Samuel Jordan Cabell
251,Colhoun,John,Ewing,,,,,M,sen,SC,,3,Republican,,,,,,,,,,,,C000627,,,,,,402756,,,,1939,John E. Colhoun
252,Davis,Thomas,Terry,,,,,M,rep,KY,1,,Republican,,,,,,,,,,,,D000138,,,,,,412031,,,,2413,Thomas Terry Davis
253,Ellery,Christopher,,,,,1768-11-01,M,sen,RI,,2,Republican,,,,,,,,,,,,E000114,,,,,,403805,,,,2903,Christopher Ellery
254,Elmendorf,Lucas,Conrad,,,,,M,rep,NY,4,,Republican,,,,,,,,,,,,E000153,,,,,,403844,,,,2941,Lucas Elmendorf
255,Fearing,Paul,,,,,1762-02-28,M,rep,OH,-1,,Federalist,,,,,,,,,,,,F000054,,,,,,404014,,,,,Paul Fearing
256,Foster,Abiel,,,,,1735-08-08,M,rep,NH,-1,,Federalist,,,,,,,,,,,,F000297,,,,,,404246,,,,3299,Abiel Foster
257,Greene,Thomas,Marston,,,,1758-02-26,M,rep,MS,-1,,,,,,,,,,,,,,G000428,,,,,,404776,,,,,Thomas M. Green Jr.
258,Grove,William,Barry,,,,1764-01-15,M,rep,NC,7,,Federalist,,,,,,,,,,,,G000502,,,,,,404847,,,,3859,William Barry Grove
259,Henderson,Archibald,,,,,1768-08-07,M,rep,NC,2,,Federalist,,,,,,,,,,,,H000475,,,,,,405338,,,,4303,Archibald Henderson (politician)
260,Hill,William,Henry,,,,1767-05-01,M,rep,NC,6,,Federalist,,,,,,,,,,,,H000611,,,,,,405470,,,,4426,William Henry Hill (North Carolina politician)
261,Hunter,Narsworthy,,,,,,M,rep,MS,-1,,,,,,,,,,,,,,H000986,,,,,,412054,,,,,Narsworthy Hunter
262,Jackson,George,,,,,1757-01-09,M,rep,VA,3,,Republican,,,,,,,,,,,,J000012,,,,,,405919,,,,4850,George Jackson (Virginia politician)
263,Jackson,James,,,,,1757-09-21,M,sen,GA,,3,Republican,,,,,,,,,,,,J000017,,,,,,405923,,,,4854,James Jackson (Georgia politician)
264,Johnson,Charles,,,,,,M,rep,NC,8,,Republican,,,,,,,,,,,,J000123,,,,,,412057,,,,4946,Charles Johnson (North Carolina politician)
265,Jones,William,,,,,,M,rep,PA,1,,Republican,,,,,,,,,,,,J000258,,,,,,406150,,,,5066,William Jones (statesman)
266,Lee,Silas,,,,,1760-07-03,M,rep,MA,12,,Federalist,,,,,,,,,,,,L000204,,,,,,406707,,,,5568,Silas Lee
267,Lincoln,Levi,,,,,1749-05-15,M,rep,MA,4,,Republican,,,,,,,,,,,,L000316,,,,,,406809,,,,5668,Levi Lincoln Sr.
268,Logan,George,,,,,1753-09-09,M,sen,PA,,3,Republican,,,,,,,,,,,,L000401,,,,,,406892,,,,5744,George Logan (Pennsylvania politician)
269,Mattoon,Ebenezer,,,,,1755-08-19,M,rep,MA,3,,Federalist,,,,,,,,,,,,M000259,,,,,,407277,,,,6089,Ebenezer Mattoon
270,Morris,Lewis,Richard,,,,1760-11-02,M,rep,VT,2,,Federalist,,,,,,,,,,,,M000983,,,,,,407951,,,,6710,Lewis R. Morris
271,Morris,Thomas,,,,,1771-02-26,M,rep,NY,10,,Federalist,,,,,,,,,,,,M000988,,,,,,407956,,,,6715,Thomas Morris (New York politician)
272,Muhlenberg,John,Peter Gabriel,,,,1746-10-01,M,sen,PA,,3,Democratic Republican,,,,,,,,,,,,M001066,,,,,,408032,,,,6784,Peter Muhlenberg
273,Ogden,Aaron,,,,,1756-12-03,M,sen,NJ,,1,Federalist,,,,,,,,,,,,O000041,,,,,,408324,,,,7029,Aaron Ogden
274,Olcott,Simeon,,,,,1735-10-01,M,sen,NH,,2,Federalist,,,,,,,,,,,,O000060,,,,,,408335,,,,7048,Simeon Olcott
275,Peirce,Joseph,,,,,1748-06-25,M,rep,NH,-1,,Federalist,,,,,,,,,,,,P000190,,,,,,408594,,,,7308,Joseph Peirce
276,Perkins,Elias,,,,,1767-04-05,M,rep,CT,-1,,Federalist,,,,,,,,,,,,P000231,,,,,,408634,,,,7344,Elias Perkins
277,Read,Nathan,,,,,1759-07-02,M,rep,MA,10,,Federalist,,,,,,,,,,,,R000093,,,,,,409073,,,,7764,Nathan Read
278,Rutledge,John,,Jr.,,,,M,rep,SC,2,,Federalist,,,,,,,,,,,,R000553,,,,,,409509,,,,8153,John Rutledge Jr.
279,Sheafe,James,,,,,1755-11-16,M,sen,NH,,3,Federalist,,,,,,,,,,,,S000312,,,,,,409810,,,,8423,James Sheafe
280,Shepard,William,,,,,1737-12-01,M,rep,MA,2,,Federalist,,,,,,,,,,,,S000330,,,,,,409827,,,,8440,William Shepard
281,Smith,Josiah,,,,,1738-02-26,M,rep,MA,6,,Republican,,,,,,,,,,,,S000582,,,,,,410063,,,,8662,Josiah Smith
282,Sprigg,"Richard,",Jr.,,,,,M,rep,MD,2,,Republican,,,,,,,,,,,,S000752,,,,,,412180,,,,8810,Richard Sprigg Jr.
283,Stratton,John,,,,,1769-08-19,M,rep,VA,12,,Federalist,,,,,,,,,,,,S000994,,,,,,410452,,,,9014,John Stratton (Virginia politician)
284,Taliaferro,Benjamin,,,,,,M,rep,GA,-1,,Republican,,,,,,,,,,,,T000025,,,,,,410614,,,,9165,Benjamin Taliaferro
285,Tillinghast,Thomas,,,,,1742-08-21,M,rep,RI,-1,,Republican,,,,,,,,,,,,T000273,,,,,,410846,,,,9385,Thomas Tillinghast
286,Tracy,Uriah,,,,,1755-02-02,M,sen,CT,,3,Federalist,,,,,,,,,,,,T000348,,,,,,410919,,,,9452,Uriah Tracy
287,Upham,George,Baxter,,,,1768-12-27,M,rep,NH,-1,,Federalist,,,,,,,,,,,,U000022,,,,,,411045,,,,9567,George B. Upham
288,Van Ness,John,Peter,,,,1769-11-04,M,rep,NY,6,,Republican,,,,,,,,,,,,V000049,,,,,,411091,,,,9625,John Peter Van Ness
289,Walker,Benjamin,,,,,,M,rep,NY,9,,Federalist,,,,,,,,,,,,W000046,,,,,,411226,,,,9735,Benjamin Walker (New York soldier)
290,Williams,Robert,,,,,,M,rep,NC,3,,Republican,,,,,,,,,,,,W000534,,,,,,412118,,,,10176,Robert Williams (Mississippi politician)
291,Woods,Henry,,,,,,M,rep,PA,10,,Federalist,,,,,,,,,,,,W000722,,,,,,411874,,,,10352,Henry Woods (Pennsylvania politician)
292,Butler,Pierce,,,,,1744-07-11,M,sen,SC,,3,Republican,,,,,,,,,,,,B001186,,,,,,402128,,,,1346,Pierce Butler (American politician)
293,Clinton,De,Witt,,,,1769-03-02,M,sen,NY,,3,Republican,,,,,,,,,,,,C000525,,,,,,402659,,,,1847,DeWitt Clinton
294,Plumer,William,,,,,1759-06-25,M,sen,NH,,3,Federalist,,,,,,,,,,,,P000393,,,,,,408787,,,,7493,William Plumer
295,Bailey,Theodorus,,,,,1758-10-12,M,sen,NY,,1,Republican,,,,,,,,,,,,B000049,,,,,,401054,,,,351,Theodorus Bailey (politician)
296,Baldwin,Simeon,,,,,1761-12-14,M,rep,CT,-1,,Federalist,,,,,,,,,,,,B000097,,,,,,401099,,,,392,Simeon Baldwin
297,Bowie,Walter,,,,,,M,rep,MD,2,,Republican,,,,,,,,,,,,B000697,,,,,,401659,,,,911,Walter Bowie
298,Bruce,Phineas,,,,,1762-06-07,M,rep,MA,17,,Federalist,,,,,,,,,,,,B000970,,,,,,401922,,,,1156,Phineas Bruce
299,Claiborne,Thomas,,,,,1749-02-01,M,rep,VA,17,,Republican,,,,,,,,,,,,C000406,,,,,,402545,,,,1739,Thomas Claiborne (1749–1812)
300,Cutler,Manasseh,,,,,1742-05-13,M,rep,MA,3,,Federalist,,,,,,,,,,,,C001026,,,,,,403133,,,,2287,Manasseh Cutler
301,Dennis,John,,,,,1771-12-17,M,rep,MD,8,,Federalist,,,,,,,,,,,,D000243,,,,,,403381,,,,2501,John Dennis (1771–1806)
302,Dwight,Thomas,,,,,1758-10-29,M,rep,MA,5,,Federalist,,,,,,,,,,,,D000583,,,,,,403686,,,,2801,Thomas Dwight (politician)
303,Earle,John,Baylis,,,,1766-10-23,M,rep,SC,8,,Republican,,,,,,,,,,,,E000008,,,,,,403704,,,,2814,John B. Earle
304,Gillespie,James,,,,,,M,rep,NC,5,,Republican,,,,,,,,,,,,G000196,,,,,,412152,,,,3594,James Gillespie (politician)
305,Griffin,Thomas,,,,,,M,rep,VA,12,,Federalist,,,,,,,,,,,,G000467,,,,,,404812,,,,3826,Thomas Griffin (politician)
306,Griswold,Gaylord,,,,,1767-12-18,M,rep,NY,15,,Federalist,,,,,,,,,,,,G000482,,,,,,404827,,,,3840,Gaylord Griswold
307,Hammond,Samuel,,,,,1757-09-21,M,rep,GA,-1,,Republican,,,,,,,,,,,,H000133,,,,,,405015,,,,4012,Samuel Hammond
308,Hampton,Wade,,,,,,M,rep,SC,4,,Republican,,,,,,,,,,,,H000140,,,,,,405022,,,,4019,Wade Hampton I
309,Hiester,Daniel,,,,,1747-06-25,M,rep,MD,4,,Republican,,,,,,,,,,,,H000570,,,,,,405432,,,,4390,Daniel Hiester
310,Hoge,John,,,,,1760-09-10,M,rep,PA,10,,Republican,,,,,,,,,,,,H000695,,,,,,405548,,,,4498,John Hoge
311,Hunt,Samuel,,,,,1765-07-08,M,rep,NH,-1,,Federalist,,,,,,,,,,,,H000976,,,,,,405820,,,,4748,Samuel Hunt (New Hampshire politician)
312,Larned,Simon,,,,,1753-08-03,M,rep,MA,12,,Republican,,,,,,,,,,,,L000097,,,,,,406604,,,,5477,Simon Larned
313,Lewis,Thomas,,,,,,M,rep,VA,5,,Federalist,,,,,,,,,,,,L000294,,,,,,412064,,,,5649,Thomas Lewis Jr.
314,Lowndes,Thomas,,,,,1766-01-22,M,rep,SC,1,,Federalist,,,,,,,,,,,,L000482,,,,,,406970,,,,5814,Thomas Lowndes (congressman)
315,Maclay,Samuel,,,,,1741-06-17,M,sen,PA,,1,Republican,,,,,,,,,,,,M000029,,,,,,407057,,,,5890,Samuel Maclay
316,McCord,Andrew,,,,,,M,rep,NY,5,,Republican,,,,,,,,,,,,M000359,,,,,,412166,,,,6172,Andrew McCord
317,Mitchell,Nahum,,,,,1769-02-12,M,rep,MA,7,,Federalist,,,,,,,,,,,,M000824,,,,,,407799,,,,6571,Nahum Mitchell
318,Mott,James,,,,,1739-01-18,M,rep,NJ,-1,,Republican,,,,,,,,,,,,M001039,,,,,,408006,,,,6760,James Mott (New Jersey politician)
319,Palmer,Beriah,,,,,,M,rep,NY,11,,Republican,,,,,,,,,,,,P000036,,,,,,408446,,,,7173,Beriah Palmer
320,Paterson,John,,,,,,M,rep,NY,16,,Republican,,,,,,,,,,,,P000101,,,,,,408509,,,,7230,John Paterson (New York politician)
321,Phelps,Oliver,,,,,1749-10-21,M,rep,NY,17,,Republican,,,,,,,,,,,,P000298,,,,,,408698,,,,7403,Oliver Phelps
322,Plater,Thomas,,,,,1769-05-09,M,rep,MD,3,,Federalist,,,,,,,,,,,,P000378,,,,,,408772,,,,7478,Thomas Plater
323,Potter,Samuel,John,,,,1753-06-29,M,sen,RI,,1,Republican,,,,,,,,,,,,P000468,,,,,,408854,,,,7559,Samuel J. Potter
324,Purviance,Samuel,Dinsmore,,,,1774-01-07,M,rep,NC,7,,Federalist,,,,,,,,,,,,P000577,,,,,,408960,,,,7658,Samuel D. Purviance
325,Skinner,Thomson,Joseph,,,,1752-05-24,M,rep,MA,12,,Republican,,,,,,,,,,,,S000471,,,,,,409961,,,,8563,Thomson J. Skinner
326,Smith,Israel,,,,,1759-04-04,M,sen,VT,,1,Republican,,,,,,,,,,,,S000557,,,,,,410039,,,,8639,Israel Smith
327,Smith,John,,,,,,M,sen,OH,,1,Republican,,,,,,,,,,,,S000567,,,,,,410048,,,,8645,"John Smith (Ohio politician, died 1824)"
328,Stewart,John,,,,,,M,rep,PA,6,,Republican,,,,,,,,,,,,S000912,,,,,,412107,,,,8938,John Stewart (Pennsylvania politician)
329,Thatcher,Samuel,,,,,1776-07-01,M,rep,MA,16,,Federalist,,,,,,,,,,,,T000143,,,,,,410725,,,,9271,Samuel Thatcher
330,Tibbits,George,,,,,1763-01-14,M,rep,NY,10,,Federalist,,,,,,,,,,,,T000262,,,,,,410836,,,,9376,George Tibbits
331,Trigg,John,Johns,,,,,M,rep,VA,13,,Republican,,,,,,,,,,,,T000370,,,,,,410939,,,,9470,John Johns Trigg
332,Van Horne,Isaac,,,,,1754-01-13,M,rep,PA,2,,Republican,,,,,,,,,,,,V000045,,,,,,411089,,,,9621,Isaac Van Horne
333,Venable,Abraham,Bedford,,,,1758-11-20,M,sen,VA,,1,Republican,,,,,,,,,,,,V000083,,,,,,411139,,,,9658,Abraham B. Venable
334,White,Samuel,,,,,,M,sen,DE,,1,Federalist,,,,,,,,,,,,W000392,,,,,,411552,,,,10043,Samuel White (American politician)
335,Williams,Lemuel,,,,,1747-06-18,M,rep,MA,8,,Federalist,,,,,,,,,,,,W000526,,,,,,411683,,,,10169,Lemuel Williams
336,Armstrong,John,,Jr.,,,1758-11-25,M,sen,NY,,1,Republican,,,,,,,,,,,,A000282,,,,,,400922,,,,233,John Armstrong Jr.
337,Howland,Benjamin,,,,,1755-07-27,M,sen,RI,,1,Republican,,,,,,,,,,,,H000870,,,,,,405717,,,,4656,Benjamin Howland
338,Moore,Andrew,,,,,,M,sen,VA,,1,Republican,,,,,,,,,,,,M000891,,,,,,407863,,,,6625,Andrew Moore (politician)
339,Alexander,Nathaniel,,,,,1756-03-05,M,rep,NC,10,,Republican,,,,,,,,,,,,A000100,,,,,,400758,,,,88,Nathaniel Alexander (governor)
340,Anderson,Isaac,,,,,1760-11-23,M,rep,PA,3,,Republican,,,,,,,,,,,,A000191,,,,,,400846,,,,169,Isaac Anderson (congressman)
341,Archer,John,,,,,1741-05-05,M,rep,MD,6,,Republican,,,,,,,,,,,,A000272,,,,,,400911,,,,222,John Archer (American politician)
342,Baldwin,Abraham,,,,,1754-11-22,M,sen,GA,,2,Republican,,,,,,,,,,,,B000084,,,,,,401086,,,,379,Abraham Baldwin
343,Bedinger,George,Michael,,,,1756-12-10,M,rep,KY,6,,Republican,,,,,,,,,,,,B000301,,,,,,401294,,,,571,George M. Bedinger
344,Betton,Silas,,,,,1768-08-26,M,rep,NH,-1,,Federalist,,,,,,,,,,,,B000425,,,,,,401411,,,,679,Silas Betton
345,Bishop,Phanuel,,,,,1739-09-03,M,rep,MA,9,,Republican,,,,,,,,,,,,B000488,,,,,,401469,,,,733,Phanuel Bishop
346,Bryan,Joseph,,,,,1773-08-18,M,rep,GA,-1,,Republican,,,,,,,,,,,,B000989,,,,,,401941,,,,1174,Joseph Bryan
347,Casey,Levi,,,,,,M,rep,SC,6,,Republican,,,,,,,,,,,,C000226,,,,,,412140,,,,1575,Levi Casey (politician)
348,Clark,Christopher,Henderson,,,,,M,rep,VA,13,,Republican,,,,,,,,,,,,C000424,,,,,,402563,,,,1756,Christopher H. Clark
349,Conrad,Frederick,,,,,,M,rep,PA,2,,Republican,,,,,,,,,,,,C000704,,,,,,402829,,,,2005,Frederick Conrad
350,Covington,Leonard,,,,,1768-10-30,M,rep,MD,2,,Republican,,,,,,,,,,,,C000817,,,,,,402935,,,,2099,Leonard Covington
351,Dickson,William,,,,,1770-05-05,M,rep,TN,3,,Republican,,,,,,,,,,,,D000333,,,,,,403451,,,,2583,William Dickson (congressman)
352,Dwight,Theodore,,,,,1764-12-15,M,rep,CT,-1,,Federalist,,,,,,,,,,,,D000582,,,,,,403685,,,,2800,Theodore Dwight (lawyer)
353,Early,Peter,,,,,1773-06-20,M,rep,GA,-1,,Republican,,,,,,,,,,,,E000014,,,,,,403710,,,,2819,Peter Early
354,Ellis,Caleb,,,,,1767-04-16,M,rep,NH,-1,,Federalist,,,,,,,,,,,,E000130,,,,,,403821,,,,2919,Caleb Ellis
355,Elmer,Ebenezer,,,,,1752-08-23,M,rep,NJ,-1,,Republican,,,,,,,,,,,,E000154,,,,,,403845,,,,2942,Ebenezer Elmer
356,Fenner,James,,,,,1771-01-22,M,sen,RI,,2,Republican,,,,,,,,,,,,F000074,,,,,,404032,,,,3104,James Fenner
357,Fowler,John,,,,,,M,rep,KY,5,,Republican,,,,,,,,,,,,F000322,,,,,,404271,,,,3324,John Fowler (politician)
358,Goddard,Calvin,,,,,1768-07-17,M,rep,CT,-1,,Federalist,,,,,,,,,,,,G000248,,,,,,404610,,,,3639,Calvin Goddard (politician)
359,Griswold,Roger,,,,,1762-05-21,M,rep,CT,-1,,Federalist,,,,,,,,,,,,G000488,,,,,,404833,,,,3846,Roger Griswold
360,Halsey,Silas,,,,,1743-10-06,M,rep,NY,17,,Republican,,,,,,,,,,,,H000090,,,,,,404972,,,,3972,Silas Halsey
361,Hamilton,John,,,,,1754-11-25,M,rep,PA,10,,Republican,,,,,,,,,,,,H000111,,,,,,404993,,,,3992,John Hamilton (congressman)
